rule_id,process_family,category,rule_name,check_description,parameter,typical_threshold,units,rule_kind,severity_suggestion,guideline_ref,provenance,source_name,source_url,consulted_via,notes,date_collected
MIM-014,Metal Injection Moulding,Secondary Operations,Feature requiring secondary machining beyond as-sintered tolerance,"Flag any dimension or surface finish callout tighter than as-sintered MIM capability (tolerance or Ra) as requiring a secondary machining, tumbling, or plating operation.",secondary_operation_required,As-sintered Ra ~32 microinch; secondary ops needed below ~16 microinch,,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,MIM Design Guide (facfox.com PDF),https://facfox.com/wp-content/uploads/2019/08/MIM_Design_Guide.pdf,web_research (Claude Sonnet agent),,8/9/2026
MIM-015,Metal Injection Moulding,Fillets & Corners,Stress concentration flag at unfilleted rib/wall junctions,"Detect rib-to-wall or wall-to-wall junctions lacking a blending fillet and flag as stress concentration / crack initiation sites, particularly relevant given post-sinter shrinkage stresses.",junction_fillet_presence,,,qualitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Machine Design - Design Considerations for Metal Injection Molding,https://www.machinedesign.com/markets/manufacturing-equipment/article/21818143/design-considerations-for-metal-injection-molding,web_research (Claude Sonnet agent),,8/9/2026
PM-001,Powder Metallurgy,Wall Thickness,Minimum practical wall thickness,"Measure minimum wall thickness on features perpendicular to the pressing axis and flag walls thinner than the practical minimum, which risk tooling fragility and inconsistent fill.",wall_thickness_min,1.5 (1.52mm / 0.060in commonly cited),mm,quantitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),Atlas Pressed Metals independently confirms 0.060in (1.52mm) minimum.,8/9/2026
PM-002,Powder Metallurgy,Draft,Straight-through walls require no draft,"Confirm walls parallel to the press/ejection direction (straight-through bores/OD) are not flagged for missing draft, since PM parts are compacted and ejected in a straight line and do not need draft on primary walls.",draft_angle_straight_wall,0 (not required),degrees,qualitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Atlas Pressed Metals Powder Metallurgy Design Tips,https://atlaspressedmetals.com/powder-metallurgy-design-tips/,web_research (Claude Sonnet agent),"This differentiates PM from die casting/MIM/injection moulding, where draft is normally mandatory.",8/9/2026
PM-003,Powder Metallurgy,Draft,Boss and flange sidewall draft for ejection,"Measure draft angle on boss sidewalls, flange steps, and counterbore walls (features not aligned with straight pressing direction release) and flag values below the recommended minimum.",draft_angle_boss_min,7-15 (sources range 7-15 deg; one source cites >=12 deg minimum each side),degrees,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com); Atlas Pressed Metals Powder Metallurgy Design Tips,https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),"Two fetched sources disagree on exact figure (7-15deg vs >=12deg); treat as advisory band, not single fixed value.",8/9/2026
PM-004,Powder Metallurgy,Undercuts,No undercuts or transverse (cross) holes in press direction,Detect any undercut or hole with axis transverse to the pressing direction; these cannot be formed directly by uniaxial compaction and must be flagged as requiring secondary machining or a redesigned press axis.,undercut_presence,,,qualitative,critical,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),Fundamental process constraint of uniaxial pressing; distinguishes PM from casting/MIM which can use side-action tooling.,8/9/2026
PM-005,Powder Metallurgy,Compaction,Maximum length/height-to-diameter aspect ratio,"Compute the ratio of pressing-direction height to smallest cross-sectional dimension and flag parts exceeding the maximum practical aspect ratio, which causes density gradients along the fill depth.",aspect_ratio_max,8:01,ratio,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),"Also bounded by absolute size caps (diameter <=250mm, height <=200mm) per same source.",8/9/2026
PM-006,Powder Metallurgy,Fillets & Corners,Prefer chamfers over radii at tool-wear-prone edges,"Scan sharp edges at the punch/die interface and flag radiused corners where a chamfer (30 or 45 degrees) with a defined flat would be preferred for tooling durability, per PM tooling practice.",chamfer_vs_radius_preference,30 or 45 degree chamfer preferred; minimum flat land 0.13mm,degrees,qualitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),"Radii create thin, fragile tool steel sections at the punch tip; chamfers are more robust for high-volume tooling.",8/9/2026
PM-007,Powder Metallurgy,Fillets & Corners,Minimum countersink flat,"Check countersunk features for a minimum flat land before the taper begins, to avoid a feather-edge on the compaction punch.",countersink_flat_min,0.25 (0.010in),mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Atlas Pressed Metals Powder Metallurgy Design Tips,https://atlaspressedmetals.com/powder-metallurgy-design-tips/,web_research (Claude Sonnet agent),,8/9/2026
PM-008,Powder Metallurgy,Compaction,Minimum land at taper-to-die-wall transition,"Check tapered wall sections for a minimum straight land between the taper and the die wall, required to prevent a fragile feather edge on the die/punch.",taper_land_min,0.25,mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),,8/9/2026
PM-009,Powder Metallurgy,Compaction,Maximum groove depth relative to part length,"Measure groove depth (curved/semicircular vs rectangular profile) and flag against the maximum depth fraction of overall part length, beyond which powder fill and tool strength become unreliable.",groove_depth_max_ratio,Curved/semicircular ~20% of part length; rectangular ~15%,ratio,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),,8/9/2026
PM-010,Powder Metallurgy,Sintering & Distortion,Sintering linear dimensional change allowance,Verify the green (pre-sinter) compact dimensions account for the expected linear dimensional change during sintering so the finished part meets nominal drawing dimensions.,sintering_dimensional_change,0.5-1.5% linear,ratio,quantitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Sinterworks DFM Guide for Powder Metallurgy,https://www.sinterworks-pm.com/blog/dfm-for-powder-metallurgy/,web_research (Claude Sonnet agent),PM shrinkage is much smaller than MIM (0.5-1.5% vs 14-22%) because PM parts are pressed near-final size; can be growth or shrinkage depending on alloy/copper content.,8/9/2026
PM-011,Powder Metallurgy,Sintering & Distortion,Density gradient risk from non-uniform cross-section,Identify non-uniform cross-sections (varying thickness at the same press-depth level) and flag as at risk of density gradients that cause differential sintering shrinkage and warpage.,cross_section_uniformity,,,qualitative,major,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Sinterworks DFM Guide for Powder Metallurgy,https://www.sinterworks-pm.com/blog/dfm-for-powder-metallurgy/,web_research (Claude Sonnet agent),Uneven density from non-uniform fill depth is the primary distortion driver in press-and-sinter PM.,8/9/2026
PM-012,Powder Metallurgy,Tolerances,Practical as-pressed/sintered dimensional tolerance by feature type,"Compare specified tolerances for diameters, press-direction length, concentricity, and flatness/parallelism against the typical achievable PM tolerance for each feature type; flag tolerances tighter than standard capability as requiring sizing or machining.",tolerance_by_feature_type,ID/OD: +/-0.05mm; press-direction length: +/-0.013mm; concentricity: +/-0.075mm; parallelism/flatness: +/-0.038-0.05mm,mm,quantitative,minor,published DFM practice (industry design guides) — no ISO equivalent,published_practice,Powder Metallurgy Part Design Guide (powdermetallurgy.com),https://powdermetallurgy.com/powder-metallurgy-part-design-guide/,web_research (Claude Sonnet agent),Length in the pressing direction is much tighter (held by tooling) than radial dimensions (governed by die/sintering); direction-dependence should be tracked by the checker.,8/9/2026
SM-001,Sheet Metal,Bends & Radii,Minimum inside bend radius >= material thickness,"For each bend feature, verify the inside bend radius is at least equal to the sheet material thickness T, to avoid excessive thinning and cracking at the bend.",bend_radius_min,1xT,×T,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): Sheet Metal Fabrication Design Guide,https://www.hubs.com/guides/sheet-metal-fabrication/,web_research (Claude Sonnet agent),"General guideline across steel, aluminium, stainless; brittle tempers (e.g. 6061-T6) need a larger radius, see SM-004.",8/9/2026
SM-002,Sheet Metal,Bends & Radii,Bend radius within standard tooling range,Check that specified internal bend radii fall within the standard press-brake tooling range so no custom tooling is required.,bend_radius_range,0.25-6.35,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs: The Basics of Bend Radii in Sheet Metal,https://www.protolabs.com/resources/design-tips/the-basics-of-bend-radii-in-sheet-metal/,web_research (Claude Sonnet agent),Standard tooling increments in 0.01in steps; radii outside range increase cost/lead time.,8/9/2026
SM-003,Sheet Metal,Bends & Radii,Default bend radius recommendation,"Flag bend features that do not use the shop default radius (~0.76 mm / 0.030 in), which is manufacturable on roughly 95% of parts without special tooling.",bend_radius_default,0.762,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs: The Basics of Bend Radii in Sheet Metal,https://www.protolabs.com/resources/design-tips/the-basics-of-bend-radii-in-sheet-metal/,web_research (Claude Sonnet agent),,8/9/2026
SM-004,Sheet Metal,Bends & Radii,Larger bend radius required for crack-prone aluminium tempers,"For parts in brittle tempers such as 6061-T6 aluminium, verify bend radius is increased beyond the standard minimum to prevent cracking at the bend line.",bend_radius_min_brittle_material,,,qualitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs: The Basics of Bend Radii in Sheet Metal,https://www.protolabs.com/resources/design-tips/the-basics-of-bend-radii-in-sheet-metal/,web_research (Claude Sonnet agent),Material dependence: called out specifically for 6061-T6 aluminium; mild steel/stainless are less prone to bend cracking.,8/9/2026
SM-005,Sheet Metal,Reliefs,Minimum bend relief width,"At each bend that terminates before a part edge, verify the relief notch width is at least half the material thickness, to prevent uncontrolled tearing beyond the bend line.",relief_width_min,0.5xT,×T,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,SendCutSend: How to Design Bend Reliefs & Corner Reliefs for Sheet Metal Parts,https://sendcutsend.com/blog/guide-to-designing-bend-reliefs/,web_research (Claude Sonnet agent),,8/9/2026
SM-006,Sheet Metal,Reliefs,Minimum bend relief depth,"Verify relief cut depth, measured from the bend line into the flat, is at least material thickness plus bend radius plus about 0.5 mm, giving material room to deform without tearing.",relief_depth_min,T + bend_radius + 0.5,mm,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,SendCutSend: How to Design Bend Reliefs & Corner Reliefs for Sheet Metal Parts,https://sendcutsend.com/blog/guide-to-designing-bend-reliefs/,web_research (Claude Sonnet agent),,8/9/2026
SM-007,Sheet Metal,Reliefs,Minimum gap between adjoining flanges at corner reliefs,"Where two bends meet at a corner, check that the gap left between the resulting flanges is at least 0.4 mm to avoid flange collision/interference after forming.",flange_gap_min,0.4,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,SendCutSend: How to Design Bend Reliefs & Corner Reliefs for Sheet Metal Parts,https://sendcutsend.com/blog/guide-to-designing-bend-reliefs/,web_research (Claude Sonnet agent),,8/9/2026
SM-008,Sheet Metal,Reliefs,Relief feature required wherever a bend line meets an edge or cutout,"Check that every bend line intersecting an edge, hole, or flange boundary has a relief feature (rectangular, obround, or round) present rather than a sharp corner, to prevent stress-concentration tearing.",relief_presence,,,qualitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),,8/9/2026
SM-009,Sheet Metal,Holes & Slots,Minimum hole-to-bend distance,"For any hole or slot near a bend, verify the distance from the hole edge to the start of the bend radius is at least 4x material thickness, to avoid hole distortion during forming.",hole_to_bend_distance_min,4xT,×T,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs: The Basics of Bend Radii in Sheet Metal,https://www.protolabs.com/resources/design-tips/the-basics-of-bend-radii-in-sheet-metal/,web_research (Claude Sonnet agent),,8/9/2026
SM-010,Sheet Metal,Holes & Slots,Minimum hole-to-edge distance,"Check that every hole's edge clearance to the nearest sheared/cut part edge is at least one material thickness, to prevent edge tear-out.",hole_to_edge_distance_min,1xT,×T,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): Sheet Metal Fabrication Design Guide,https://www.hubs.com/guides/sheet-metal-fabrication/,web_research (Claude Sonnet agent),,8/9/2026
SM-011,Sheet Metal,Holes & Slots,Minimum hole-to-hole spacing,"For pairs of holes/slots, verify centre-to-centre spacing leaves at least 2x material thickness of web between features, to preserve web strength.",hole_to_hole_spacing_min,2xT,×T,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): Sheet Metal Fabrication Design Guide,https://www.hubs.com/guides/sheet-metal-fabrication/,web_research (Claude Sonnet agent),,8/9/2026
SM-012,Sheet Metal,Holes & Slots,Minimum hole diameter relative to thickness,"Flag holes with diameter smaller than the sheet thickness, since punched/cut holes below this ratio risk poor roundness or tool breakage.",hole_diameter_min,1xT,×T,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),,8/9/2026
SM-013,Sheet Metal,Holes & Slots,Minimum notch width and max length-to-width ratio,"Check narrow notch cutouts have width at least material thickness (or 1 mm, whichever is larger) with overall length no more than 5x that width, to avoid tool/die breakage or notch collapse.",notch_width_min,"max(T,1)",mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),Max length = 5x width.,8/9/2026
SM-014,Sheet Metal,Holes & Slots,Minimum tab width and max length-to-width ratio,"For protruding tabs, verify width is at least 2x material thickness (or 3.2 mm, whichever is larger) with length no more than 5x width, to prevent bending/breaking during handling.",tab_width_min,"max(2xT,3.2)",mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),Max length = 5x width.,8/9/2026
SM-015,Sheet Metal,Flanges & Hems,Minimum flange length,"For each flange adjacent to a bend, verify its flat length beyond the bend tangent line is at least 4x material thickness, so it can be reliably clamped and formed.",flange_length_min,4xT,×T,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),,8/9/2026
SM-016,Sheet Metal,Flanges & Hems,Minimum flange height including bend radius,"Check flange height, from base surface to flange tip, is at least twice the material thickness plus the bend radius, the practical minimum the press brake can reliably form.",flange_height_min,2xT + bend_radius,mm,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): Sheet Metal Fabrication Design Guide,https://www.hubs.com/guides/sheet-metal-fabrication/,web_research (Claude Sonnet agent),,8/9/2026
SM-017,Sheet Metal,Flanges & Hems,Minimum hem return length,"For hemmed edges (folded-back flanges), verify the returned flange length is at least 6x material thickness and the hem's inside gap is at least one material thickness, so the hem closes without cracking.",hem_return_length_min,6xT,×T,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),,8/9/2026
SM-018,Sheet Metal,Flat Pattern,K-factor within typical bend-allowance range,"When unfolding the flat pattern, verify the K-factor used for bend allowance/deduction calculation falls within the typical 0.3-0.5 range appropriate to the bend method (air bend vs. bottom bend) and material.",k_factor_range,0.3-0.5,ratio,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): Sheet Metal Fabrication Design Guide,https://www.hubs.com/guides/sheet-metal-fabrication/,web_research (Claude Sonnet agent),"Air bend ~0.33, bottom/coin bend ~0.42, large radii approach 0.5; varies by material and process.",8/9/2026
SM-019,Sheet Metal,Flat Pattern,Kerf compensation applied to flat pattern outline,Verify the flat-pattern outline accounts for cutting kerf (approx. 0.15 mm added/removed per side) so mating/nested features meet nominal dimensions after cutting.,kerf_compensation,0.15,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): Sheet Metal Fabrication Design Guide,https://www.hubs.com/guides/sheet-metal-fabrication/,web_research (Claude Sonnet agent),Laser kerf ~0.3mm total width; plasma/waterjet kerf differs and needs process-specific compensation.,8/9/2026
SM-020,Sheet Metal,Deep Drawing & Forming,Draw ratio limit per draw operation,"For deep-drawn features, compute the draw ratio (blank diameter divided by punch diameter) and flag values above about 2.0, which typically require multiple draw stages to avoid tearing.",draw_ratio_max,2,ratio,quantitative_not_yet_computable,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Wikipedia: Rule-based DFM analysis for deep drawing,https://en.wikipedia.org/wiki/Rule-based_DFM_analysis_for_deep_drawing,web_research (Claude Sonnet agent),Requires blank-to-punch diameter extraction from a formed feature; not derivable from bend-line geometry alone.,8/9/2026
SM-021,Sheet Metal,Deep Drawing & Forming,Die corner radius relative to sheet thickness,"For deep-drawn parts, verify the die-entry corner radius is 5-10x sheet thickness, to minimise wrinkling and cracking as material is drawn into the cavity.",die_corner_radius_min,5-10xT,×T,quantitative_not_yet_computable,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Wikipedia: Rule-based DFM analysis for deep drawing,https://en.wikipedia.org/wiki/Rule-based_DFM_analysis_for_deep_drawing,web_research (Claude Sonnet agent),"Applies to drawn/formed cavity features, not simple press-brake bends.",8/9/2026
SM-022,Sheet Metal,Deep Drawing & Forming,Punch corner radius relative to sheet thickness,"Check that punch corner radius on deep-drawn features is 4-10x sheet thickness, to prevent cracking at the point of maximum thinning near the punch base.",punch_corner_radius_min,4-10xT,×T,quantitative_not_yet_computable,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Wikipedia: Rule-based DFM analysis for deep drawing,https://en.wikipedia.org/wiki/Rule-based_DFM_analysis_for_deep_drawing,web_research (Claude Sonnet agent),,8/9/2026
SM-023,Sheet Metal,Deep Drawing & Forming,Punch-die clearance exceeds sheet thickness,"Verify punch-to-die clearance in a deep-draw tool is greater than the nominal sheet thickness, to avoid excessive ironing/thinning, while not so large that wall wrinkling occurs.",punch_die_clearance_min,>1xT,×T,quantitative_not_yet_computable,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Wikipedia: Rule-based DFM analysis for deep drawing,https://en.wikipedia.org/wiki/Rule-based_DFM_analysis_for_deep_drawing,web_research (Claude Sonnet agent),Tooling parameter rather than a directly measurable part-geometry value; flag for process/tooling review.,8/9/2026
SM-024,Sheet Metal,Springback,Flag high-springback bend/material combinations,"Identify bends with a large radius-to-thickness ratio or in high-strength/high-temper materials, which are more prone to springback and may need over-bend compensation in tooling.",springback_risk,,,qualitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs: The Basics of Bend Radii in Sheet Metal,https://www.protolabs.com/resources/design-tips/the-basics-of-bend-radii-in-sheet-metal/,web_research (Claude Sonnet agent),"Springback increases with material yield strength and R/T ratio; steel, aluminium and stainless behave differently and compensation is usually handled in tooling, not part geometry.",8/9/2026
SM-025,Sheet Metal,Tolerances,Bend angle tolerance,Check that specified bend angle tolerances are not tighter than the shop-standard +/-1-2 degrees achievable on a press brake without secondary correction.,bend_angle_tolerance,2-Jan,degrees,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Xometry Sheet Metal Mini-Guide,https://www.xometry.com/resources/machining/sheet-metal-mini-guide/,web_research (Claude Sonnet agent),,8/9/2026
SM-026,Sheet Metal,Tolerances,Hole-to-hole and edge-to-edge positional tolerance vs. thickness,"Verify positional tolerance between two punched/cut features is within +/-0.13 mm (thin stock, <0.13in) to +/-0.38 mm (thick stock) as an achievable single-surface fabrication tolerance.",hole_to_hole_tolerance,0.13-0.38,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Sheet Metal Fabrication Design Guidelines,https://www.protolabs.com/services/sheet-metal-fabrication/design-guidelines/,web_research (Claude Sonnet agent),Bend-to-bend tolerance is looser still (approx. 0.38-0.64mm) because it stacks bend-process variation.,8/9/2026
SM-027,Sheet Metal,Tolerances,General profile/cutout tolerance,Check that overall cut-profile dimensions are not toleranced tighter than the process's standard cutting tolerance (approx. +/-0.5 mm) without flagging for premium or secondary processing.,cutout_tolerance,0.5,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Xometry Sheet Metal Mini-Guide,https://www.xometry.com/resources/machining/sheet-metal-mini-guide/,web_research (Claude Sonnet agent),"Laser cutting alone can hold tighter (~±0.05mm per Hubs); this is a general fabrication default, not laser-specific.",8/9/2026
MC-001,Machining,Internal Corners & Fillets,Internal vertical corner radius vs. pocket depth,"For each internal pocket, verify the vertical corner radius is at least one-third of the pocket depth, since deeper pockets require proportionally larger radii to accommodate a sufficiently rigid end mill.",internal_corner_radius_min,>=0.33x depth,ratio,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-002,Machining,Internal Corners & Fillets,Pocket floor radius options,"Check pocket floor corners are either left sharp (flat-bottomed, square end mill) or specified with a standard 0.5 mm or 1 mm radius, matching common tool geometries.",floor_radius_options,0 / 0.5 / 1,mm,quantitative,minor,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-003,Machining,Internal Corners & Fillets,Internal corner radius sized slightly larger than tool radius,"Verify internal fillet radii are specified marginally larger than the nearest standard end-mill radius (e.g. slightly over 3.175 mm rather than exactly 3.175 mm), so a standard tool can produce the feature without excessive deflection.",corner_radius_vs_tool_radius,tool_radius + ~0.13mm,mm,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MC-004,Machining,Internal Corners & Fillets,Internal corner radius must exceed half the cutter diameter,"For any internal corner, check the specified radius is greater than half of the smallest standard cutter diameter that can reach the feature, since a smaller radius requires an undersized, fragile tool or EDM.",corner_radius_min_vs_diameter,>0.5xD,×D,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),,8/9/2026
MC-005,Machining,Pockets & Walls,Recommended pocket depth-to-width ratio,"Flag pockets where depth exceeds 4x the pocket's smallest width, since deeper cavities need longer, more deflection-prone tools that hurt accuracy and surface finish.",pocket_depth_to_width_max,4,ratio,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-006,Machining,Pockets & Walls,Feasible pocket depth relative to tool diameter,"Check that pocket depth does not exceed roughly 10x the tool diameter needed to cut the pocket's internal corner radius, beyond which standard tooling cannot reliably reach the floor.",pocket_depth_to_tool_diameter_max,10xD,×D,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),"Depths beyond this (up to ~30:1 with specialised long-reach tooling, max ~350mm) should be flagged for manual process review.",8/9/2026
MC-007,Machining,Pockets & Walls,Minimum wall thickness for metals,"Check that thin-wall metal features are at least 0.8 mm thick (recommended) and never below 0.5 mm (feasible minimum), below which walls risk chatter-induced deflection or breakage during machining.",wall_thickness_min_metal,0.8 rec / 0.5 min,mm,quantitative,critical,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),Metal-specific (steel/aluminium/stainless); softer alloys may need a larger practical minimum.,8/9/2026
MC-008,Machining,Pockets & Walls,Minimum wall thickness for plastics,"Check that thin-wall plastic features are at least 1.5 mm thick (recommended) and never below 1.0 mm (feasible minimum), since plastics deflect and heat up more readily under cutting loads.",wall_thickness_min_plastic,1.5 rec / 1.0 min,mm,quantitative,critical,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),Plastic-specific; varies further by the stiffness of the specific polymer.,8/9/2026
MC-009,Machining,Pockets & Walls,Tall thin feature aspect ratio limit,"For thin protruding walls or ribs, verify height-to-width aspect ratio stays below 4:1, to avoid vibration-induced dimensional inaccuracy and tool chatter marks.",feature_aspect_ratio_max,4,ratio,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-010,Machining,Pockets & Walls,End-mill depth-of-cut limit varies by material,"Verify pocket/slot depth machined with a given end-mill diameter does not exceed the material-dependent multiple: approx. 15xD in plastics, 10xD in aluminium, 5xD in steel, beyond which tool deflection and breakage risk rises sharply.",end_mill_depth_max_by_material,5-15xD,×D,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Fictiv CNC Machining Design Guide,https://www.fictiv.com/articles/fictiv-cnc-machining-design-guide,web_research (Claude Sonnet agent),"Material dependence: steel is most restrictive, plastics least restrictive.",8/9/2026
MC-011,Machining,Holes & Threads,Minimum drillable hole diameter,"Flag holes specified smaller than 1 mm diameter, below which standard drilling becomes unreliable and requires specialised micro-drilling.",hole_diameter_min,1,mm,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),,8/9/2026
MC-012,Machining,Holes & Threads,Recommended hole depth-to-diameter ratio,Check drilled hole depth against nominal diameter: flag depths beyond 4xD (recommended limit) and treat depths beyond about 10xD as requiring special deep-hole drilling processes.,hole_depth_to_diameter_max,4xD rec / 10xD max,×D,quantitative,major,published DFM practice (fabrication design guides) — no ISO equivalent,published_practice,Protolabs Network (Hubs): CNC Machining Design Guide,https://www.hubs.com/guides/cnc-machining/,web_research (Claude Sonnet agent),Up to ~40xD feasible with specialised gun-drilling equipment.,8/9/2026
